user_id,payout_entity_id,ad_share_gross,sub_share_gross,bits_share_gross,bits_developer_share_gross,bits_extension_share_gross,prime_sub_share_gross,bit_share_ad_gross,fuel_rev_gross,bb_rev_gross,report_date
6768122,2012,730.44,0.0,263.82,0.0,0.0,0.0,1.02,0.0,0.0,06/1/2019
6768122,2012,382.88,2326.65,305.07,0.0,0.0,1945.6,2.25,0.0,0.0,08/1/2019
6768122,2012,194.78,5708.3,282.75,0.0,527.2,1774.44,1.3,0.0,0.0,09/1/2019
